"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9473","Compra finalizada com Bank Transfer","e2e_tests.step_defs","Mon Jan 19 08:36:29 UTC 2026","passed","Mon Jan 19 08:36:38 UTC 2026","","test_checkout_steps","",""
"","367","Não deve atualizar usuário inexistente","api-tests.tests","Mon Jan 19 08:38:22 UTC 2026","passed","Mon Jan 19 08:38:22 UTC 2026","TestUsersAPI","test_users","",""
"","1463","Deve listar todos os usuários com sucesso","api-tests.tests","Mon Jan 19 08:38:16 UTC 2026","passed","Mon Jan 19 08:38:17 UTC 2026","TestUsersAPI","test_users","",""
"","330","Não deve criar usuário com JSON malformado","api-tests.tests","Mon Jan 19 08:38:20 UTC 2026","passed","Mon Jan 19 08:38:20 UTC 2026","TestUsersAPI","test_users","",""
"","834","Deve remover um usuário existente","api-tests.tests","Mon Jan 19 08:38:23 UTC 2026","passed","Mon Jan 19 08:38:24 UTC 2026","TestUsersAPI","test_users","",""
"","386","Não deve criar usuário com email inválido","api-tests.tests","Mon Jan 19 08:38:19 UTC 2026","passed","Mon Jan 19 08:38:19 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Compra finalizada com <type>","9503","Compra finalizada com Credit Card","e2e_tests.step_defs","Mon Jan 19 08:37:29 UTC 2026","passed","Mon Jan 19 08:37:38 UTC 2026","","test_checkout_steps","",""
"","801","Não deve criar usuário duplicado","api-tests.tests","Mon Jan 19 08:38:20 UTC 2026","passed","Mon Jan 19 08:38:21 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","9051","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 08:37:20 UTC 2026","passed","Mon Jan 19 08:37:29 UTC 2026","","test_checkout_steps","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/checkout.feature: Tentativa de compra com Bank Transfer com dados inválidos","8561","Tentativa de compra com Bank Transfer com dados inválidos","e2e_tests.step_defs","Mon Jan 19 08:36:38 UTC 2026","passed","Mon Jan 19 08:36:47 UTC 2026","","test_checkout_steps","",""
"","807","Deve atualizar um usuário existente","api-tests.tests","Mon Jan 19 08:38:21 UTC 2026","passed","Mon Jan 19 08:38:22 UTC 2026","TestUsersAPI","test_users","",""
"/home/runner/work/playwright-tests-api-e2e/playwright-tests-api-e2e/e2e_tests/features/login.feature: Tentativa de login com senha inválida","2924","Tentativa de login com senha inválida","e2e_tests.step_defs","Mon Jan 19 08:36:54 UTC 2026","passed","Mon Jan 19 08:36:57 UTC 2026","","test_login_steps","",""
